10	7.30042976
10.05	6.777652026
10.1	6.433450749
10.15	6.620670926
10.2	6.214402166
10.25	5.682018749
10.3	5.8421088
10.35	6.288975159
10.4	6.550238553
10.45	6.83681968
10.5	6.558101549
10.55	6.239719899
10.6	6.200321268
10.65	5.968042217
10.7	6.185668769
10.75	6.343960368
10.8	6.066078726
10.85	5.606037666
10.9	5.395758276
10.95	5.509423188
11	5.675577784
11.05	5.226438963
11.1	4.930600691
11.15	5.173182498
11.2	5.503888419
11.25	6.215712665
11.3	6.503409111
11.35	6.379009257
11.4	6.056138449
11.45	5.621470888
11.5	5.0609675
11.55	5.10928868
11.6	5.461339013
11.65	5.27885894
11.7	4.95700586
11.75	4.712249182
11.8	4.86216195
11.85	5.086982307
11.9	5.212804193
11.95	5.407692185
12	5.373647084
12.05	5.473049858
12.1	5.438572571
12.15	5.373019717
12.2	5.257695768
12.25	5.667714787
12.3	6.204587361
12.35	6.793698673
12.4	6.670372313
12.45	7.373148536
12.5	7.962218023
12.55	8.674251391
12.6	8.888476221
12.65	9.583152443
12.7	9.568207173
12.75	9.261857022
12.8	9.242771132
12.85	9.48207669
12.9	10.06908284
12.95	11.77473965
13	14.94412672
13.05	19.79250054
13.1	31.50688751
13.15	47.70627749
13.2	70.78276409
13.25	91.01436558
13.3	100*
13.35	99.20285388
13.4	82.05686508
13.45	62.86343007
13.5	42.49647071
13.55	25.54503531
13.6	18.81797693
13.65	16.34459052
13.7	19.69273529
13.75	23.80657419
13.8	28.58982735
13.85	38.75378198
13.9	39.45618178
13.95	42.4728399
14	39.42793633
14.05	28.54503336
14.1	26.17495334
14.15	18.73222287
14.2	19.18933622
14.25	21.0752564
14.3	26.00447689
14.35	33.42745229
14.4	43.84890611
14.45	55.74507608
14.5	69.34305501
14.55	86.04615077
14.6	95.11473701*
14.65	91.57279169
14.7	78.68383477
14.75	58.68518151
14.8	39.84396413
14.85	25.47843685
14.9	15.71746079
14.95	10.26981231
15	7.953616128
15.05	6.734935321
15.1	6.473490688
15.15	6.799540154
15.2	6.755485067
15.25	7.049176351
15.3	7.035778586
15.35	6.382383096
15.4	6.065744131
15.45	5.850752519
15.5	5.576523546
15.55	5.682855238
15.6	5.754667818
15.65	5.640361597
15.7	5.651835438
15.75	5.631104453
15.8	5.609007202
15.85	5.994656508
15.9	5.928755118
15.95	5.553073972
16	5.095876974
16.05	4.912197933
16.1	5.245120551
16.15	5.121459595
16.2	5.160649104
16.25	5.654386729
16.3	5.960151338
16.35	5.914172326
16.4	5.314939498
16.45	4.914623751
16.5	5.269643619
16.55	5.55700547
16.6	5.576816317
16.65	5.522751246
16.7	5.147990238
16.75	4.851510657
16.8	4.754157281
16.85	4.657319739
16.9	4.603212843
16.95	4.383955137
17	4.365859092
17.05	4.445562551
17.1	4.563117137
17.15	5.028330488
17.2	5.492470344
17.25	5.289733297
17.3	5.051236345
17.35	4.838726317
17.4	4.36828491
17.45	4.43615205
17.5	4.748775868
17.55	4.644660872
17.6	5.044070422
17.65	5.376783917
17.7	5.266618318
17.75	5.542771216
17.8	5.927807097
17.85	6.098938802
17.9	6.122527792
17.95	5.4730638
18	5.09650434
18.05	5.389094247
18.1	6.197853625
18.15	7.014545707
18.2	6.697725503
18.25	6.448103247
18.3	6.151637608
18.35	5.893371633
18.4	6.118205932
18.45	6.12974948
18.5	6.075475286
18.55	6.193252936
18.6	7.523981442
18.65	11.5396026
18.7	17.63488873
18.75	26.01825107
18.8	32.0245766
18.85	36.43872899
18.9	35.97322287
18.95	31.49071539
19	25.20808361
19.05	17.99457899
19.1	13.85221582
19.15	10.31434141
19.2	7.907400111
19.25	7.101289615
